36,211,4,22,49
36,3,3.5,22,49
36,5,4,22,49
36,8,4,22,49
36,10,4,22,49
36,11,4,22,49
36,215,4,22,49
36,213,4,22,49
36,241,3.5,22,49
36,235,3.5,22,49
36,13,4,22,49
36,7,4,22,49
36,206,4,22,49
36,1,4,22,49
36,17,4,22,49
36,2,4,22,49
38,251,1,7,34
38,255,1,7,34
38,249,1,7,34
38,6,1,7,34
38,239,0.5,7,34
38,250,1,7,34
38,217,1.5,7,34
38,219,3.5,7,34
38,84,2,7,34
38,244,0.5,7,34
38,234,1,7,34
38,253,2.5,7,34
38,212,3,7,34
38,246,1,7,34
38,9,3.5,7,34
38,245,1,7,34
38,211,3.5,7,34
38,312,4,7,34
38,254,0.5,7,34
38,207,0.5,7,34
38,3,2.5,7,34
38,8,4,7,34
38,214,2.5,7,34
38,233,1,7,34
38,252,2,7,34
38,11,1.5,7,34
38,213,0.5,7,34
38,241,1.5,7,34
38,256,0.5,7,34
38,13,2,7,34
38,5,1.5,7,34
38,7,1,7,34
38,206,1,7,34
38,257,1.5,7,34
38,10,1.5,7,34
38,220,0.5,7,34
38,215,3,7,34
38,17,3.5,7,34
38,2,0.5,7,34
38,4,1,7,34
38,235,2,7,34
38,210,1,7,34
38,243,0.5,7,34
38,1,3,7,34
38,236,3.5,7,34
38,248,1,7,34
38,12,2,7,34
38,205,1,7,34
38,121,1,7,34
38,216,1,7,34
38,247,1.5,7,34
42,212,4,68,4
42,7,4,68,4
42,278,0.5,68,4
42,11,4,68,4
42,213,3,68,4
43,1,2.5,16,2
43,213,1.5,16,2
43,11,3,16,2
43,10,2,16,2
43,13,3.5,16,2
43,3,1.5,16,2
43,215,3.5,16,2
47,313,4,4,80
47,314,3.5,4,80
47,235,3.5,4,80
47,12,3,4,80
47,10,4,4,80
47,13,4,4,80
51,315,4,4,80
51,316,4,4,80
51,317,2,4,80
51,318,2,4,80
51,319,1,4,80
51,320,4,4,80
51,321,2.5,4,80
51,322,3,4,80
51,323,0.5,4,80
51,324,3.5,4,80
51,325,2.5,4,80
51,326,0.5,4,80
51,327,1,4,80
51,328,4,4,80
51,235,3.5,4,80
51,329,4,4,80
51,330,0.5,4,80
51,331,4,4,80
51,332,1.5,4,80
51,333,0.5,4,80
51,334,3,4,80
57,17,1.5,10,2
57,2,2.5,10,2
58,239,0.5,45,68
58,340,3,45,68
58,257,1,45,68
58,212,1,45,68
60,13,4,11,9
60,8,0.5,11,9
60,341,4,11,9
60,318,1,11,9
60,215,4,11,9
61,17,3,65,16
61,213,2,65,16
61,10,1.5,65,16
61,12,3,65,16
61,5,2,65,16
61,7,2,65,16
61,1,2.5,65,16
61,214,4,65,16
61,216,3.5,65,16
61,207,1,65,16
61,211,2,65,16
61,8,3,65,16
61,234,2,65,16
62,7,3,55,9
62,11,3.5,55,9
63,299,4,12,35
63,198,4,12,35
63,342,3.5,12,35
63,242,4,12,35
63,343,4,12,35
63,344,4,12,35
63,11,4,12,35
63,218,3.5,12,35
63,292,3.5,12,35
63,278,3.5,12,35
63,345,3.5,12,35
63,9,3.5,12,35
63,2,4,12,35
63,346,3.5,12,35
63,347,4,12,35
66,7,1.5,44,79
66,1,3,44,79
66,350,4,44,79
66,207,2,44,79
66,2,3,44,79
66,235,2,44,79
66,351,2.5,44,79
66,210,4,44,79
71,207,4,79,3
71,1,3.5,79,3
71,4,4,79,3
71,12,2.5,79,3
71,6,3.5,79,3
71,9,3.5,79,3
71,11,4,79,3
71,3,4,79,3
71,2,3.5,79,3
71,10,3.5,79,3
74,261,3,32,74
78,183,1,13,3
78,352,1,13,3
78,353,3,13,3
78,354,0.5,13,3
78,355,4,13,3
78,356,3,13,3
78,357,3.5,13,3
78,358,3,13,3
78,359,1.5,13,3
78,360,4,13,3
78,361,2.5,13,3
78,362,3,13,3
78,363,4,13,3
78,364,0.5,13,3
78,365,3,13,3
78,366,3.5,13,3
78,367,4,13,3
78,368,4,13,3
78,369,3,13,3
78,370,3.5,13,3
78,177,4,13,3
78,371,2.5,13,3
78,372,2.5,13,3
78,373,3.5,13,3
78,374,2.5,13,3
78,375,2,13,3
78,376,2.5,13,3
78,377,4,13,3
78,378,1,13,3
78,379,3,13,3
78,380,4,13,3
78,381,0.5,13,3
78,382,0.5,13,3
78,383,2,13,3
79,384,4,44,79
79,385,0.5,44,79
79,386,2,44,79
79,344,4,44,79
79,387,0.5,44,79
79,8,0.5,44,79
79,388,3.5,44,79
79,389,4,44,79
79,390,3.5,44,79
79,391,2.5,44,79
79,392,1.5,44,79
79,393,4,44,79
79,394,3,44,79
79,395,1,44,79
79,396,4,44,79
79,217,3,44,79
79,248,1.5,44,79
79,397,1,44,79
79,398,4,44,79
79,399,4,44,79
79,400,3,44,79
79,401,2.5,44,79
79,309,0.5,44,79
79,3,2.5,44,79
79,402,2.5,44,79
79,403,3.5,44,79
79,404,0.5,44,79
79,405,2.5,44,79
79,378,3,44,79
79,406,3,44,79
79,407,0.5,44,79
79,408,3,44,79
79,409,2.5,44,79
79,13,4,44,79
79,410,1.5,44,79
79,411,4,44,79
79,412,3,44,79
79,413,1,44,79
79,414,4,44,79
79,237,1,44,79
79,415,4,44,79
79,212,0.5,44,79
79,172,1,44,79
79,416,1,44,79
79,417,4,44,79
79,418,0.5,44,79
79,335,3.5,44,79
79,419,2,44,79
79,233,3,44,79
79,420,1,44,79
79,421,4,44,79
79,422,1.5,44,79
79,423,2.5,44,79
79,424,1.5,44,79
79,425,3,44,79
79,426,2,44,79
79,6,3,44,79
79,427,2.5,44,79
79,428,3,44,79
79,429,4,44,79
79,430,1.5,44,79
79,243,0.5,44,79
79,315,4,44,79
79,431,1.5,44,79
79,218,1.5,44,79
79,432,1,44,79
79,433,3.5,44,79
79,434,1,44,79
79,435,2.5,44,79
79,436,3,44,79
79,437,1,44,79
79,438,2,44,79
79,439,1.5,44,79
79,440,2,44,79
79,441,2.5,44,79
79,442,3.5,44,79
79,443,2.5,44,79
79,444,2.5,44,79
79,445,3,44,79
79,446,4,44,79
79,447,3,44,79
79,361,1.5,44,79
79,250,2.5,44,79
79,257,3,44,79
79,318,0.5,44,79
79,448,2.5,44,79
79,449,2,44,79
79,450,1.5,44,79
79,451,4,44,79
79,452,3.5,44,79
79,453,3,44,79
79,454,3.5,44,79
79,455,2,44,79
79,215,1,44,79
79,456,4,44,79
79,457,1,44,79
79,458,3.5,44,79
79,459,0.5,44,79
79,460,2.5,44,79
79,461,2,44,79
79,462,3,44,79
79,463,1,44,79
79,464,4,44,79
79,465,4,44,79
79,466,3.5,44,79
79,467,3,44,79
79,468,2,44,79
79,4,4,44,79
79,469,2,44,79
79,84,4,44,79
79,470,1.5,44,79
79,471,2.5,44,79
79,472,3,44,79
79,473,2.5,44,79
79,474,1.5,44,79
79,475,4,44,79
79,476,1.5,44,79
79,477,2.5,44,79
79,478,3,44,79
79,479,4,44,79
79,480,2.5,44,79
79,481,2,44,79
79,482,2.5,44,79
79,483,1.5,44,79
79,244,3.5,44,79
79,484,4,44,79
79,273,2,44,79
79,304,2,44,79
79,347,2,44,79
79,485,1.5,44,79
79,486,1.5,44,79
79,352,3,44,79
79,487,4,44,79
79,239,2.5,44,79
79,488,3,44,79
79,256,3.5,44,79
79,489,3,44,79
79,490,3.5,44,79
79,491,1,44,79
79,492,2,44,79
79,493,0.5,44,79
79,494,1,44,79
79,495,1.5,44,79
79,255,3,44,79
79,496,1,44,79
79,497,3,44,79
79,498,1.5,44,79
79,499,3.5,44,79
79,500,4,44,79
79,501,1.5,44,79
79,502,2.5,44,79
79,503,3,44,79
79,504,0.5,44,79
79,121,1.5,44,79
79,505,1.5,44,79
79,506,1.5,44,79
79,251,1.5,44,79
79,507,1,44,79
79,508,4,44,79
79,509,1,44,79
79,510,1,44,79
79,511,2,44,79
79,512,2.5,44,79
79,513,4,44,79
79,514,3.5,44,79
79,515,3,44,79
79,516,2.5,44,79
79,517,1.5,44,79
79,518,0.5,44,79
79,519,3.5,44,79
79,520,2.5,44,79
79,521,3.5,44,79
80,2,4,45,68
80,432,4,45,68
80,250,3,45,68
80,318,4,45,68
80,235,3,45,68
80,1,2.5,45,68
80,512,4,45,68
80,207,3,45,68
80,522,3.5,45,68
80,7,4,45,68
83,10,3,14,2
83,11,4,14,2
83,220,2.5,14,2
83,215,4,14,2
83,213,3.5,14,2
83,241,2,14,2
83,13,4,14,2
83,235,3.5,14,2
83,243,1.5,14,2
83,7,2.5,14,2
83,206,4,14,2
83,257,2.5,14,2
83,1,4,14,2
83,236,3,14,2
83,248,4,14,2
83,12,2.5,14,2
83,247,3.5,14,2
83,17,2.5,14,2
83,251,3,14,2
83,2,3,14,2
83,249,2.5,14,2
83,4,4,14,2
83,217,4,14,2
83,210,2,14,2
83,219,3.5,14,2
83,234,4,14,2
83,253,2,14,2
83,246,3,14,2
83,9,3,14,2
83,205,3,14,2
83,121,4,14,2
83,216,3,14,2
83,255,2.5,14,2
83,207,2.5,14,2
83,6,2.5,14,2
83,239,2.5,14,2
83,250,3,14,2
83,233,2.5,14,2
83,84,3,14,2
83,252,3,14,2
83,244,2.5,14,2
83,212,2.5,14,2
83,245,2.5,14,2
83,211,3.5,14,2
83,254,2.5,14,2
83,256,3,14,2
83,3,2.5,14,2
83,5,2.5,14,2
83,8,1,14,2
83,214,4,14,2
84,12,3.5,7,34
84,17,4,7,34
84,1,3.5,7,34
84,9,4,7,34
84,247,3.5,7,34
84,5,3.5,7,34
84,217,4,7,34
84,205,4,7,34
84,220,4,7,34
84,233,3,7,34
84,235,3.5,7,34
84,213,4,7,34
84,7,4,7,34
84,243,3,7,34
84,2,4,7,34
84,219,2.5,7,34
84,236,4,7,34
84,4,3.5,7,34
84,207,4,7,34
84,255,3,7,34
84,8,4,7,34
84,11,3.5,7,34
84,13,3.5,7,34
85,213,4,15,2
85,245,4,15,2
85,8,4,15,2
85,11,4,15,2
85,4,4,15,2
85,13,4,15,2
85,219,4,15,2
85,211,4,15,2
85,207,4,15,2
85,255,4,15,2
85,215,4,15,2
85,212,4,15,2
85,7,4,15,2
86,121,4,16,2
86,241,4,16,2
86,216,4,16,2
86,210,4,16,2
86,252,4,16,2
86,219,4,16,2
86,212,4,16,2
86,6,4,16,2
86,11,4,16,2
86,2,4,16,2
86,8,4,16,2
86,245,4,16,2
86,248,4,16,2
86,217,4,16,2
86,239,4,16,2
86,253,4,16,2
86,220,0.5,16,2
86,243,4,16,2
86,236,4,16,2
86,244,4,16,2
86,206,4,16,2
86,7,4,16,2
86,4,4,16,2
86,247,4,16,2
86,257,4,16,2
86,12,4,16,2
86,10,4,16,2
86,5,4,16,2
86,215,4,16,2
86,13,4,16,2
86,251,4,16,2
86,235,1.5,16,2
86,3,4,16,2
86,233,4,16,2
86,256,4,16,2
86,205,4,16,2
86,213,4,16,2
86,255,4,16,2
86,207,4,16,2
86,214,4,16,2
86,1,4,16,2
86,84,4,16,2
86,17,4,16,2
86,234,4,16,2
86,211,4,16,2
86,249,4,16,2
86,246,4,16,2
86,9,4,16,2
86,250,4,16,2
86,254,4,16,2
88,219,3.5,77,45
88,215,3,77,45
88,1,2,77,45
88,7,3,77,45
88,17,4,77,45
88,236,4,77,45
88,250,4,77,45
88,5,1.5,77,45
88,211,4,77,45
88,251,3.5,77,45
88,207,2.5,77,45
88,10,2,77,45
88,3,3.5,77,45
89,257,2.5,45,68
89,235,3,45,68
89,12,3,45,68
89,1,4,45,68
89,211,4,45,68
90,2,3.5,12,35
90,13,3,12,35
90,205,3.5,12,35
90,10,3.5,12,35
90,215,2.5,12,35
90,214,4,12,35
90,3,3.5,12,35
90,1,4,12,35
90,213,4,12,35
90,11,3,12,35
91,292,4,43,27
91,242,3,43,27
91,8,2.5,43,27
91,211,2,43,27
91,552,3,43,27
91,352,1.5,43,27
91,553,2,43,27
91,12,1.5,43,27
91,212,3,43,27
91,254,2,43,27
91,554,4,43,27
91,6,2,43,27
91,11,4,43,27
91,555,4,43,27
91,236,3,43,27
91,556,3,43,27
91,84,3,43,27
91,557,3,43,27
91,558,4,43,27
91,559,2,43,27
91,560,3.5,43,27
91,561,2.5,43,27
91,441,3.5,43,27
91,562,4,43,27
91,563,3.5,43,27
91,252,3,43,27
91,564,4,43,27
91,216,2,43,27
91,565,4,43,27
91,566,3.5,43,27
91,4,4,43,27
91,567,3,43,27
91,568,1.5,43,27
91,425,4,43,27
91,121,4,43,27
91,569,3.5,43,27
91,570,3.5,43,27
91,571,4,43,27
91,572,4,43,27
91,573,4,43,27
91,574,3,43,27
91,255,3,43,27
91,575,1.5,43,27
91,220,3,43,27
91,576,3,43,27
91,245,2.5,43,27
91,234,4,43,27
91,393,4,43,27
92,241,3,77,45
92,13,2,77,45
92,17,3.5,77,45
92,215,2.5,77,45
92,9,3.5,77,45
92,250,3.5,77,45
92,1,3,77,45
92,211,2,77,45
92,254,3,77,45
92,84,4,77,45
92,236,3.5,77,45
92,206,3.5,77,45
92,216,1.5,77,45
92,205,3.5,77,45
92,207,3,77,45
92,11,3,77,45
92,8,2.5,77,45
92,4,2,77,45
92,12,1.5,77,45
92,219,3.5,77,45
92,253,3.5,77,45
92,10,2,77,45
92,255,3,77,45
92,2,1.5,77,45
92,213,3.5,77,45
92,7,3.5,77,45
93,2,3,62,3
93,215,2.5,62,3
93,1,2.5,62,3
93,216,3,62,3
93,9,3.5,62,3
93,12,2,62,3
93,11,3.5,62,3
93,207,3,62,3
93,3,3,62,3
93,13,3,62,3
93,7,2.5,62,3
93,4,3,62,3
94,235,3,32,74
94,10,3,32,74
94,5,3,32,74
94,254,3.5,32,74
94,234,3,32,74
94,7,2,32,74
95,577,2,77,45
95,2,4,77,45
95,12,3,77,45
95,250,4,77,45
95,207,3.5,77,45
95,11,4,77,45
95,578,3,77,45
95,10,4,77,45
95,7,3.5,77,45
95,210,3.5,77,45
95,13,4,77,45
95,1,3,77,45
95,5,3,77,45
95,252,4,77,45
95,241,3,77,45
95,579,3.5,77,45
95,216,3,77,45
95,246,2.5,77,45
95,206,4,77,45
95,4,4,77,45
95,580,4,77,45
95,217,4,77,45
95,256,4,77,45
95,248,3,77,45
95,215,4,77,45
95,213,3.5,77,45
95,205,3.5,77,45
95,255,3,77,45
95,214,3.5,77,45
95,220,3.5,77,45
95,121,3.5,77,45
95,245,3.5,77,45
95,234,3,77,45
95,251,3,77,45
95,235,3,77,45
95,8,3.5,77,45
95,211,0.5,77,45
95,3,4,77,45
96,220,1.5,77,45
96,121,4,77,45
96,241,2.5,77,45
96,216,3,77,45
96,210,4,77,45
96,252,1.5,77,45
96,219,3.5,77,45
96,6,3,77,45
96,11,3.5,77,45
96,2,2.5,77,45
96,8,3,77,45
96,248,4,77,45
96,581,2,77,45
96,217,2,77,45
96,239,2.5,77,45
96,253,3.5,77,45
96,243,3.5,77,45
96,236,3.5,77,45
96,244,3.5,77,45
96,206,3,77,45
96,7,1.5,77,45
96,251,1,77,45
96,4,2.5,77,45
96,247,3.5,77,45
96,233,3,77,45
96,257,4,77,45
96,12,2.5,77,45
96,207,2.5,77,45
96,10,3.5,77,45
96,5,3,77,45
96,1,3.5,77,45
96,215,2.5,77,45
96,211,3,77,45
96,13,2,77,45
96,235,1.5,77,45
96,3,3.5,77,45
96,256,3.5,77,45
96,205,2,77,45
96,213,4,77,45
96,255,3,77,45
96,214,2.5,77,45
96,84,2,77,45
96,17,2.5,77,45
96,212,2,77,45
96,234,3.5,77,45
96,249,3,77,45
96,246,2.5,77,45
96,245,3,77,45
96,250,4,77,45
96,9,2,77,45
96,254,3.5,77,45
99,3,3,5,67
99,220,4,5,67
99,5,3,5,67
99,233,2,5,67
99,213,4,5,67
99,215,1,5,67
99,206,4,5,67
99,211,3,5,67
99,239,4,5,67
99,216,1,5,67
99,219,3,5,67
99,10,2,5,67
99,12,2,5,67
99,241,2,5,67
99,207,1.5,5,67
99,254,4,5,67
100,215,3,79,3
103,459,3.5,77,45
103,384,4,77,45
104,213,2.5,4,80
104,17,3.5,4,80
104,10,2,4,80
104,11,3.5,4,80
104,4,4,4,80
104,12,2,4,80
104,236,2,4,80
104,7,4,4,80
104,216,2.5,4,80
106,239,3.5,22,49
106,2,3,22,49
106,17,2,22,49
106,10,2.5,22,49
106,5,3.5,22,49
106,213,3.5,22,49
106,217,4,22,49
106,7,2.5,22,49
106,207,2,22,49
106,12,3,22,49
106,8,1,22,49
109,599,4,12,35
109,318,4,12,35
109,600,4,12,35
109,410,4,12,35
109,512,4,12,35
109,2,3.5,12,35
109,358,4,12,35
109,601,4,12,35
109,602,4,12,35
109,603,4,12,35
109,432,4,12,35
109,59,4,12,35
109,604,4,12,35
109,10,3,12,35
110,3,3.5,18,2
110,235,3,18,2
110,219,3,18,2
110,545,4,18,2
110,10,2.5,18,2
110,216,2.5,18,2
110,2,4,18,2
110,205,3,18,2
110,13,3,18,2
110,207,3.5,18,2
110,7,4,18,2
110,236,3.5,18,2
110,1,3.5,18,2
110,4,3,18,2
110,605,3,18,2
110,11,3,18,2
112,236,3,22,49
112,389,1,22,49
112,7,3,22,49
112,606,3,22,49
112,250,3,22,49
112,218,3,22,49
112,219,3.5,22,49
112,1,3,22,49
112,247,2,22,49
112,252,0.5,22,49
112,207,0.5,22,49
112,12,3.5,22,49
112,244,1,22,49
112,607,2,22,49
112,338,4,22,49
112,608,1,22,49
112,214,2,22,49
112,609,1.5,22,49
112,235,1,22,49
114,12,2.5,77,45
114,207,2,77,45
114,1,4,77,45
114,253,2,77,45
114,239,3,77,45
114,9,4,77,45
114,10,3,77,45
114,214,3,77,45
114,233,1,77,45
114,206,3.5,77,45
114,17,4,77,45
114,235,4,77,45
114,3,3,77,45
114,5,3,77,45
114,216,3.5,77,45
114,257,1.5,77,45
114,7,3,77,45
114,205,1,77,45
114,220,3,77,45
114,2,3,77,45
114,219,1,77,45
114,211,2,77,45
114,236,4,77,45
114,255,1,77,45
114,8,3.5,77,45
114,215,2,77,45
114,11,2,77,45
114,241,4,77,45
114,13,3,77,45
114,251,3,77,45
115,205,3.5,91,2
115,2,3.5,91,2
115,4,3.5,91,2
115,7,2,91,2
115,3,4,91,2
115,220,3.5,91,2
115,17,2,91,2
115,233,3,91,2
115,11,3.5,91,2
115,1,3.5,91,2
115,253,2.5,91,2
115,212,3.5,91,2
115,236,3.5,91,2
115,5,3.5,91,2
115,12,2,91,2
115,241,3,91,2
115,10,3.5,91,2
115,255,3.5,91,2
115,121,3.5,91,2
115,84,3,91,2
115,207,3.5,91,2
115,249,2.5,91,2
115,250,3,91,2
115,219,2.5,91,2
115,206,4,91,2
116,299,4,19,3
116,213,3.5,19,3
116,8,3,19,3
116,610,4,19,3
116,251,3,19,3
116,216,3,19,3
116,84,2.5,19,3
116,3,3,19,3
116,215,3,19,3
116,10,2.5,19,3
116,4,3.5,19,3
116,1,3,19,3
116,235,3,19,3
116,2,4,19,3
116,9,2.5,19,3
116,7,3.5,19,3
116,239,3.5,19,3
116,6,2.5,19,3
116,207,3,19,3
116,234,2.5,19,3
116,206,4,19,3
116,12,3,19,3
116,611,4,19,3
116,220,3,19,3
116,13,3.5,19,3
116,11,3.5,19,3
120,6,4,22,49
120,211,4,22,49
120,13,3.5,22,49
120,207,2.5,22,49
120,251,4,22,49
120,249,4,22,49
120,250,4,22,49
120,219,3.5,22,49
120,2,3.5,22,49
120,7,3,22,49
120,205,2,22,49
120,17,3,22,49
120,233,3,22,49
120,215,4,22,49
120,1,3,22,49
120,212,3.5,22,49
120,245,3.5,22,49
120,236,4,22,49
120,12,2.5,22,49
123,257,0.5,45,68
123,17,4,45,68
123,241,1.5,45,68
123,13,4,45,68
123,1,1.5,45,68
123,250,3,45,68
123,207,1,45,68
123,11,4,45,68
123,4,2,45,68
123,206,3,45,68
123,205,2.5,45,68
123,5,3.5,45,68
123,7,3,45,68
123,235,0.5,45,68
123,236,3.5,45,68
125,219,2,35,4
125,1,4,35,4
125,11,4,35,4
125,236,4,35,4
125,10,2.5,35,4
125,13,4,35,4
125,213,4,35,4
125,216,4,35,4
125,4,3.5,35,4
125,239,4,35,4
125,215,3,35,4
125,17,3.5,35,4
125,205,4,35,4
125,254,3.5,35,4
125,207,3,35,4
125,251,4,35,4
125,235,4,35,4
125,253,4,35,4
125,8,4,35,4
125,211,4,35,4
125,3,4,35,4
125,7,4,35,4
129,219,4,45,68
129,13,4,45,68
129,1,4,45,68
129,257,3.5,45,68
129,244,4,45,68
129,9,4,45,68
129,215,4,45,68
129,213,3.5,45,68
129,4,3.5,45,68
129,217,4,45,68
129,245,4,45,68
129,8,3.5,45,68
129,211,4,45,68
129,3,4,45,68
129,17,3,45,68
129,2,3,45,68
129,214,4,45,68
129,91,4,45,68
129,207,3,45,68
129,251,4,45,68
129,235,3,45,68
129,11,4,45,68
129,253,4,45,68
129,10,3.5,45,68
129,7,4,45,68
129,210,4,45,68
134,235,3.5,44,79
134,241,2,44,79
134,207,3,44,79
135,236,3.5,45,68
135,215,3,45,68
135,211,4,45,68
135,219,3.5,45,68
135,1,3,45,68
135,11,3,45,68
135,251,3,45,68
135,210,4,45,68
135,17,3.5,45,68
135,2,4,45,68
135,7,3.5,45,68
141,653,4,45,68
141,213,2.5,45,68
141,13,4,45,68
141,654,4,45,68
141,655,4,45,68
141,235,4,45,68
141,10,4,45,68
143,431,4,21,3
146,253,1,22,49
146,220,3.5,22,49
146,243,3,22,49
146,236,4,22,49
146,244,1,22,49
146,210,3,22,49
146,206,3.5,22,49
146,7,4,22,49
146,4,4,22,49
146,247,3,22,49
146,257,2,22,49
146,239,4,22,49
146,12,3.5,22,49
146,10,3,22,49
146,215,3.5,22,49
146,13,3,22,49
146,251,3,22,49
146,235,3.5,22,49
146,3,3.5,22,49
146,233,2.5,22,49
146,205,3,22,49
146,213,3.5,22,49
146,255,3,22,49
146,207,3.5,22,49
146,214,0.5,22,49
146,5,3,22,49
146,1,3.5,22,49
146,17,4,22,49
146,234,3,22,49
146,211,3.5,22,49
146,249,2.5,22,49
146,246,2.5,22,49
146,250,4,22,49
146,9,3.5,22,49
146,256,2.5,22,49
146,254,2.5,22,49
146,121,2,22,49
146,241,2.5,22,49
146,216,3,22,49
146,84,2.5,22,49
146,219,3.5,22,49
146,252,0.5,22,49
146,212,3,22,49
146,6,3,22,49
146,11,4,22,49
146,2,3.5,22,49
146,8,3.5,22,49
146,245,3,22,49
146,248,2.5,22,49
146,217,3,22,49
147,1,2.5,43,27
147,84,2.5,43,27
147,17,3.5,43,27
147,234,2,43,27
147,211,3.5,43,27
147,246,2.5,43,27
147,249,2,43,27
147,9,4,43,27
147,250,1,43,27
147,254,2,43,27
147,121,1.5,43,27
147,241,2,43,27
147,216,3,43,27
147,210,2,43,27
147,252,2.5,43,27
147,219,2,43,27
147,212,2,43,27
147,6,3,43,27
147,11,4,43,27
147,2,4,43,27
147,8,4,43,27
147,245,3,43,27
147,248,2,43,27
147,217,3,43,27
147,239,1.5,43,27
147,253,2,43,27
147,220,3.5,43,27
147,243,1.5,43,27
147,236,4,43,27
147,244,2,43,27
147,7,3.5,43,27
147,206,3,43,27
147,4,4,43,27
147,247,2,43,27
147,257,3,43,27
147,12,4,43,27
147,10,3,43,27
147,5,3,43,27
147,215,4,43,27
147,13,3.5,43,27
147,251,2,43,27
147,235,3,43,27
147,3,2,43,27
147,233,3,43,27
147,256,2,43,27
147,205,1.5,43,27
147,213,2.5,43,27
147,255,3,43,27
147,207,3.5,43,27
147,214,3,43,27
149,7,3.5,23,2
150,243,2.5,5,67
150,17,3,5,67
150,215,3.5,5,67
150,3,3.5,5,67
150,11,3.5,5,67
150,1,3,5,67
150,253,3.5,5,67
150,220,2.5,5,67
150,242,3.5,5,67
150,245,2.5,5,67
150,236,4,5,67
150,12,2,5,67
150,8,4,5,67
150,234,2.5,5,67
150,10,2.5,5,67
150,661,3,5,67
150,13,3,5,67
150,121,3,5,67
